Country,Country.Region,animals,Taxon,Prod_tonnes_mean,sd,Scenario,plot_id
Cook Islands,Small Island Nations,chicken,Meat,20,0,Marine,6
Costa Rica,Central America,chicken,Meat,114594,0,Marine,6
Cuba,Caribbean,chicken,Meat,32448,0,Marine,6
Cyprus,Western Asia,chicken,Meat,23939,0,Marine,6
Democratic People's Republic of Korea,Eastern Asia,chicken,Meat,33000,0,Marine,6
Democratic Republic of the Congo,Central Africa,chicken,Meat,11700,0,Marine,6
Djibouti,Eastern Africa,chicken,Meat,0,0,Marine,6
Dominica,Caribbean,chicken,Meat,340,0,Marine,6
Dominican Republic,Caribbean,chicken,Meat,271609,0,Marine,6
Ecuador,South America,chicken,Meat,340000,0,Marine,6
Egypt,Northern Africa,chicken,Meat,834000,0,Marine,6
El Salvador,Central America,chicken,Meat,113850,0,Marine,6
Equatorial Guinea,Central Africa,chicken,Meat,244,0,Marine,6
Eritrea,Eastern Africa,chicken,Meat,1743,0,Marine,6
Ethiopia,Eastern Africa,chicken,Meat,61840,0,Marine,6
Falkland Islands (Malvinas),South America,chicken,Meat,8,0,Marine,6
Fiji,Small Island Nations,chicken,Meat,16500,0,Marine,6
French Guiana,South America,chicken,Meat,470,0,Marine,6
French Polynesia,Small Island Nations,chicken,Meat,630,0,Marine,6
Gabon,Central Africa,chicken,Meat,3920,0,Marine,6
Gambia,Western Africa,chicken,Meat,1550,0,Marine,6
Georgia,Western Asia,chicken,Meat,10100,0,Marine,6
Ghana,Western Africa,chicken,Meat,50985,0,Marine,6
Grenada,Caribbean,chicken,Meat,710,0,Marine,6
Guadeloupe,Caribbean,chicken,Meat,1400,0,Marine,6
Guam,Small Island Nations,chicken,Meat,120,0,Marine,6
Guatemala,Central America,chicken,Meat,192308,0,Marine,6
Guinea,Western Africa,chicken,Meat,6750,0,Marine,6
Guinea-Bissau,Western Africa,chicken,Meat,1925,0,Marine,6
Guyana,South America,chicken,Meat,29280,0,Marine,6
Haiti,Caribbean,chicken,Meat,8100,0,Marine,6
Honduras,Central America,chicken,Meat,150700,0,Marine,6
India,Southern Asia,chicken,Meat,2328000,0,Marine,6
Indonesia,Southern Asia,chicken,Meat,1837903,0,Marine,6
Iran (Islamic Republic of),Middle East,chicken,Meat,1956000,0,Marine,6
Iraq,Middle East,chicken,Meat,88000,0,Marine,6
Israel,Middle East,chicken,Meat,443151,0,Marine,6
Jamaica,Caribbean,chicken,Meat,103820,0,Marine,6
Japan,Eastern Asia,chicken,Meat,1450000,0,Marine,6
Jordan,Western Asia,chicken,Meat,196000,0,Marine,6
Kazakhstan,East Europe and CIS,chicken,Meat,135796,0,Marine,6
Kenya,Eastern Africa,chicken,Meat,20900,0,Marine,6
Kiribati,Small Island Nations,chicken,Meat,765,0,Marine,6
Kuwait,Western Asia,chicken,Meat,40500,0,Marine,6
Kyrgyzstan,East Europe and CIS,chicken,Meat,6200,0,Marine,6
Lao People's Democratic Republic,Southern Asia,chicken,Meat,20800,0,Marine,6
Lebanon,Middle East,chicken,Meat,85000,0,Marine,6
Lesotho,Southern Africa,chicken,Meat,1600,0,Marine,6
Liberia,Western Africa,chicken,Meat,11600,0,Marine,6
Libya,Northern Africa,chicken,Meat,125000,0,Marine,6
Madagascar,Eastern Africa,chicken,Meat,38400,0,Marine,6
Malawi,Eastern Africa,chicken,Meat,22800,0,Marine,6
Malaysia,Southern Asia,chicken,Meat,1245851,0,Marine,6
Mali,Western Africa,chicken,Meat,44136,0,Marine,6
Martinique,Caribbean,chicken,Meat,1580,0,Marine,6
Mauritania,Western Africa,chicken,Meat,4640,0,Marine,6
Mauritius,Eastern Africa,chicken,Meat,47000,0,Marine,6
Mexico,Central America,chicken,Meat,2808032,0,Marine,6
Micronesia (Federated States of),Small Island Nations,chicken,Meat,140,0,Marine,6
Mongolia,Eastern Asia,chicken,Meat,392,0,Marine,6
Montserrat,Caribbean,chicken,Meat,84,0,Marine,6
Morocco,Northern Africa,chicken,Meat,602000,0,Marine,6
Mozambique,Eastern Africa,chicken,Meat,24300,0,Marine,6
Myanmar,Southern Asia,chicken,Meat,1082250,0,Marine,6
Namibia,Southern Africa,chicken,Meat,12480,0,Marine,6
Nauru,Small Island Nations,chicken,Meat,4,0,Marine,6
Nepal,Southern Asia,chicken,Meat,42810,0,Marine,6
Nicaragua,Central America,chicken,Meat,123374,0,Marine,6
Niger,Western Africa,chicken,Meat,17200,0,Marine,6
Nigeria,Western Africa,chicken,Meat,170000,0,Marine,6
Niue,Small Island Nations,chicken,Meat,20,0,Marine,6
Occupied Palestinian Territory,Middle East,chicken,Meat,66800,0,Marine,6
Oman,Middle East,chicken,Meat,6144,0,Marine,6
Pakistan,Middle East,chicken,Meat,907000,0,Marine,6
Panama,Central America,chicken,Meat,146000,0,Marine,6
Papua New Guinea,Small Island Nations,chicken,Meat,6120,0,Marine,6
Paraguay,South America,chicken,Meat,40000,0,Marine,6
Peru,South America,chicken,Meat,1202614,0,Marine,6
Philippines,Southern Asia,chicken,Meat,1046929,0,Marine,6
Puerto Rico,Central America,chicken,Meat,58000,0,Marine,6
Qatar,Middle East,chicken,Meat,10000,0,Marine,6
R'union,Eastern Africa,chicken,Meat,17200,0,Marine,6
Republic of Korea,Eastern Asia,chicken,Meat,616000,0,Marine,6
Republic of Moldova,East Europe and CIS,chicken,Meat,39000,0,Marine,6
Russian Federation,East Europe and CIS,chicken,Meat,3462656,0,Marine,6
Rwanda,Eastern Africa,chicken,Meat,2520,0,Marine,6
Saint Kitts and Nevis,Central America,chicken,Meat,168,0,Marine,6
Saint Lucia,Central America,chicken,Meat,1560,0,Marine,6
Saint Vincent and the Grenadines,Caribbean,chicken,Meat,480,0,Marine,6
Samoa,Small Island Nations,chicken,Meat,600,0,Marine,6
Sao Tome and Principe,Central Africa,chicken,Meat,385,0,Marine,6
Saudi Arabia,Middle East,chicken,Meat,576000,0,Marine,6
Senegal,Western Africa,chicken,Meat,64507,0,Marine,6
Seychelles,Eastern Africa,chicken,Meat,700,0,Marine,6
Sierra Leone,Western Africa,chicken,Meat,15120,0,Marine,6
Singapore,Southern Asia,chicken,Meat,92000,0,Marine,6
Solomon Islands,Small Island Nations,chicken,Meat,288,0,Marine,6
Somalia,Eastern Africa,chicken,Meat,3600,0,Marine,6
South Africa,Southern Africa,chicken,Meat,1497000,0,Marine,6
South Sudan,Eastern Africa,chicken,Meat,20000,0,Marine,6
Sri Lanka,Southern Asia,chicken,Meat,106500,0,Marine,6
Sudan,Northern Africa,chicken,Meat,45000,0,Marine,6
Suriname,South America,chicken,Meat,7933,0,Marine,6
Swaziland,Southern Africa,chicken,Meat,5850,0,Marine,6
Syrian Arab Republic,Middle East,chicken,Meat,107519,0,Marine,6
Tajikistan,East Europe and CIS,chicken,Meat,1300,0,Marine,6
Thailand,Southern Asia,chicken,Meat,1379000,0,Marine,6
Timor-Leste,Southern Asia,chicken,Meat,800,0,Marine,6
Togo,Western Africa,chicken,Meat,32000,0,Marine,6
Tokelau,Small Island Nations,chicken,Meat,5,0,Marine,6
Tonga,Small Island Nations,chicken,Meat,276,0,Marine,6
Trinidad and Tobago,Caribbean,chicken,Meat,67000,0,Marine,6
Tunisia,Northern Africa,chicken,Meat,140000,0,Marine,6
Turkey,Middle East,chicken,Meat,1758363,0,Marine,6
Turkmenistan,East Europe and CIS,chicken,Meat,21250,0,Marine,6
Tuvalu,Small Island Nations,chicken,Meat,50,0,Marine,6
Uganda,Eastern Africa,chicken,Meat,64500,0,Marine,6
Ukraine,East Europe and CIS,chicken,Meat,1168300,0,Marine,6
United Arab Emirates,Middle East,chicken,Meat,43200,0,Marine,6
United Republic of Tanzania,Eastern Africa,chicken,Meat,87408,0,Marine,6
United States Virgin Islands,Caribbean,chicken,Meat,78,0,Marine,6
Uruguay,South America,chicken,Meat,44000,0,Marine,6
Uzbekistan,East Europe and CIS,chicken,Meat,33000,0,Marine,6
Vanuatu,Small Island Nations,chicken,Meat,900,0,Marine,6
Venezuela (Bolivarian Republic of),South America,chicken,Meat,1276178,0,Marine,6
Viet Nam,Southern Asia,chicken,Meat,530500,0,Marine,6
Wallis and Futuna Islands,Small Island Nations,chicken,Meat,48,0,Marine,6
Western Sahara,Northern Africa,chicken,Meat,0,0,Marine,6
Yemen,Middle East,chicken,Meat,152500,0,Marine,6
Zambia,Eastern Africa,chicken,Meat,46000,0,Marine,6
Zimbabwe,Eastern Africa,chicken,Meat,63825,0,Marine,6
Albania,Europe,hen,Dairy & eggs,62972,,Current,7
Australia,Australia,hen,Dairy & eggs,199766,,Current,7
Austria,Europe,hen,Dairy & eggs,88007,,Current,7
Belgium,Europe,hen,Dairy & eggs,123743,,Current,7
Bermuda,USA,hen,Dairy & eggs,410,,Current,7
Bosnia and Herzegovina,Europe,hen,Dairy & eggs,51629,,Current,7
Bulgaria,Europe,hen,Dairy & eggs,73248,,Current,7
Canada,Canada,hen,Dairy & eggs,372897,,Current,7
Croatia,Europe,hen,Dairy & eggs,54663,,Current,7
Czech Republic,Europe,hen,Dairy & eggs,119603,,Current,7
Denmark,Europe,hen,Dairy & eggs,63491,,Current,7
Estonia,Europe,hen,Dairy & eggs,8719,,Current,7
Finland,Europe,hen,Dairy & eggs,46901,,Current,7
France,Europe,hen,Dairy & eggs,802097,,Current,7
Germany,Europe,hen,Dairy & eggs,594050,,Current,7
Greece,Europe,hen,Dairy & eggs,155790,,Current,7
Hungary,Europe,hen,Dairy & eggs,165000,,Current,7
Iceland,Europe,hen,Dairy & eggs,2733,,Current,7
Ireland,Europe,hen,Dairy & eggs,54663,,Current,7
Italy,Europe,hen,Dairy & eggs,970268,,Current,7
Latvia,Europe,hen,Dairy & eggs,31486,,Current,7
Lithuania,Europe,hen,Dairy & eggs,46300,,Current,7
Luxembourg,Europe,hen,Dairy & eggs,1326,,Current,7
Malta,Europe,hen,Dairy & eggs,3826,,Current,7
Montenegro,Europe,hen,Dairy & eggs,7516,,Current,7
Netherlands,Europe,hen,Dairy & eggs,612444,,Current,7
New Caledonia,Small Island Nations,hen,Dairy & eggs,2351,,Current,7
New Zealand,New Zealand,hen,Dairy & eggs,45097,,Current,7
Norway,Europe,hen,Dairy & eggs,57246,,Current,7
Poland,Europe,hen,Dairy & eggs,681825,,Current,7
Portugal,Europe,hen,Dairy & eggs,85411,,Current,7
Romania,Europe,hen,Dairy & eggs,613182,,Current,7
Saint Pierre and Miquelon,Canada,hen,Dairy & eggs,82,,Current,7
Serbia,Europe,hen,Dairy & eggs,132517,,Current,7
Slovakia,Europe,hen,Dairy & eggs,86094,,Current,7
Slovenia,Europe,hen,Dairy & eggs,15647,,Current,7
Spain,Europe,hen,Dairy & eggs,610422,,Current,7
Sweden,Europe,hen,Dairy & eggs,94977,,Current,7
Switzerland,Europe,hen,Dairy & eggs,34178,,Current,7
The former Yugoslav Republic of Macedonia,Europe,hen,Dairy & eggs,16959,,Current,7
United Kingdom,Europe,hen,Dairy & eggs,629499,,Current,7
United States of America,USA,hen,Dairy & eggs,4819033,,Current,7
Afghanistan,Middle East,hen,Dairy & eggs,129825,,Current,7
Algeria,Northern Africa,hen,Dairy & eggs,355309,,Current,7
American Samoa,Small Island Nations,hen,Dairy & eggs,137,,Current,7
Angola,Central Africa,hen,Dairy & eggs,11958,,Current,7
Antigua and Barbuda,Caribbean,hen,Dairy & eggs,1162,,Current,7
Argentina,South America,hen,Dairy & eggs,573961,,Current,7
Armenia,East Europe and CIS,hen,Dairy & eggs,34164,,Current,7
Azerbaijan,Middle East,hen,Dairy & eggs,182615,,Current,7
Bahamas,Caribbean,hen,Dairy & eggs,1913,,Current,7
Bahrain,Middle East,hen,Dairy & eggs,3963,,Current,7
Bangladesh,Middle East,hen,Dairy & eggs,2446168,,Current,7
Belarus,East Europe and CIS,hen,Dairy & eggs,251450,,Current,7
Benin,Western Africa,hen,Dairy & eggs,35531,,Current,7
Bhutan,Middle East,hen,Dairy & eggs,2050,,Current,7
Bolivia (Plurinational State of),South America,hen,Dairy & eggs,66101,,Current,7
Botswana,Southern Africa,hen,Dairy & eggs,11753,,Current,7
Brazil,South America,hen,Dairy & eggs,4099723,,Current,7
Brunei Darussalam,Southern Asia,hen,Dairy & eggs,23232,,Current,7
Burkina Faso,Western Africa,hen,Dairy & eggs,234368,,Current,7
Burundi,Eastern Africa,hen,Dairy & eggs,10933,,Current,7
Cabo Verde,Western Africa,hen,Dairy & eggs,3936,,Current,7
Cambodia,Southern Asia,hen,Dairy & eggs,71062,,Current,7
Cameroon,Central Africa,hen,Dairy & eggs,62862,,Current,7
Cayman Islands,Caribbean,hen,Dairy & eggs,14,,Current,7
Central African Republic,Central Africa,hen,Dairy & eggs,8199,,Current,7
Chad,Central Africa,hen,Dairy & eggs,15032,,Current,7
Chile,South America,hen,Dairy & eggs,154669,,Current,7
"China, Hong Kong SAR",Eastern Asia,hen,Dairy & eggs,916,,Current,7
"China, Macao SAR",Eastern Asia,hen,Dairy & eggs,1435,,Current,7
"China, mainland",China,hen,Dairy & eggs,35804250,,Current,7
"China, Taiwan Province of",China,hen,Dairy & eggs,505633,,Current,7
Colombia,South America,hen,Dairy & eggs,573961,,Current,7
Comoros,Eastern Africa,hen,Dairy & eggs,2938,,Current,7
Congo,Central Africa,hen,Dairy & eggs,6833,,Current,7
Cook Islands,Small Island Nations,hen,Dairy & eggs,82,,Current,7
Costa Rica,Central America,hen,Dairy & eggs,44414,,Current,7
Cote d'Ivoire,Western Africa,hen,Dairy & eggs,157156,,Current,7
Cuba,Caribbean,hen,Dairy & eggs,138639,,Current,7
Cyprus,Western Asia,hen,Dairy & eggs,8336,,Current,7
Democratic People's Republic of Korea,Eastern Asia,hen,Dairy & eggs,232318,,Current,7
Democratic Republic of the Congo,Central Africa,hen,Dairy & eggs,39631,,Current,7
Dominica,Caribbean,hen,Dairy & eggs,683,,Current,7
Dominican Republic,Caribbean,hen,Dairy & eggs,92927,,Current,7
Ecuador,South America,hen,Dairy & eggs,109326,,Current,7
Egypt,Northern Africa,hen,Dairy & eggs,368975,,Current,7
El Salvador,Central America,hen,Dairy & eggs,73795,,Current,7
Equatorial Guinea,Central Africa,hen,Dairy & eggs,929,,Current,7
Eritrea,Eastern Africa,hen,Dairy & eggs,7790,,Current,7
Ethiopia,Eastern Africa,hen,Dairy & eggs,127775,,Current,7
Fiji,Small Island Nations,hen,Dairy & eggs,7653,,Current,7
French Guiana,South America,hen,Dairy & eggs,1367,,Current,7
French Polynesia,Small Island Nations,hen,Dairy & eggs,2597,,Current,7
Gabon,Central Africa,hen,Dairy & eggs,6150,,Current,7
Gambia,Western Africa,hen,Dairy & eggs,3143,,Current,7
Georgia,Western Asia,hen,Dairy & eggs,31431,,Current,7
Ghana,Western Africa,hen,Dairy & eggs,204986,,Current,7
Grenada,Caribbean,hen,Dairy & eggs,2050,,Current,7
Guadeloupe,Caribbean,hen,Dairy & eggs,2460,,Current,7
Guam,Small Island Nations,hen,Dairy & eggs,1230,,Current,7
Guatemala,Central America,hen,Dairy & eggs,241884,,Current,7
Guinea,Western Africa,hen,Dairy & eggs,95660,,Current,7
Guinea-Bissau,Western Africa,hen,Dairy & eggs,4100,,Current,7
Guyana,South America,hen,Dairy & eggs,2528,,Current,7
Haiti,Caribbean,hen,Dairy & eggs,7790,,Current,7
Honduras,Central America,hen,Dairy & eggs,59241,,Current,7
India,Southern Asia,hen,Dairy & eggs,4673685,,Current,7
Indonesia,Southern Asia,hen,Dairy & eggs,3279779,,Current,7
Iran (Islamic Republic of),Middle East,hen,Dairy & eggs,912872,,Current,7
Iraq,Middle East,hen,Dairy & eggs,68329,,Current,7
Israel,Middle East,hen,Dairy & eggs,124536,,Current,7
Jamaica,Caribbean,hen,Dairy & eggs,20499,,Current,7
Japan,Eastern Asia,hen,Dairy & eggs,1885873,,Current,7
Jordan,Western Asia,hen,Dairy & eggs,24598,,Current,7
Kazakhstan,East Europe and CIS,hen,Dairy & eggs,242239,,Current,7
Kenya,Eastern Africa,hen,Dairy & eggs,273315,,Current,7
Kiribati,Small Island Nations,hen,Dairy & eggs,1913,,Current,7
Kuwait,Western Asia,hen,Dairy & eggs,97027,,Current,7
Kyrgyzstan,East Europe and CIS,hen,Dairy & eggs,47830,,Current,7
Lao People's Democratic Republic,Southern Asia,hen,Dairy & eggs,38264,,Current,7
Lebanon,Middle East,hen,Dairy & eggs,34164,,Current,7
Lesotho,Southern Africa,hen,Dairy & eggs,4783,,Current,7
Liberia,Western Africa,hen,Dairy & eggs,15032,,Current,7
Libya,Northern Africa,hen,Dairy & eggs,122992,,Current,7
Madagascar,Eastern Africa,hen,Dairy & eggs,51247,,Current,7
Malawi,Eastern Africa,hen,Dairy & eggs,75162,,Current,7
Malaysia,Southern Asia,hen,Dairy & eggs,1161588,,Current,7
Mali,Western Africa,hen,Dairy & eggs,106593,,Current,7
Martinique,Caribbean,hen,Dairy & eggs,1367,,Current,7
Mauritania,Western Africa,hen,Dairy & eggs,23232,,Current,7
Mauritius,Eastern Africa,hen,Dairy & eggs,16399,,Current,7
Mexico,Central America,hen,Dairy & eggs,2615350,,Current,7
Micronesia (Federated States of),Small Island Nations,hen,Dairy & eggs,1230,,Current,7
Mongolia,Eastern Asia,hen,Dairy & eggs,1093,,Current,7
Montserrat,Caribbean,hen,Dairy & eggs,273,,Current,7
Morocco,Northern Africa,hen,Dairy & eggs,628624,,Current,7
Mozambique,Eastern Africa,hen,Dairy & eggs,125725,,Current,7
Myanmar,Southern Asia,hen,Dairy & eggs,867775,,Current,7
Namibia,Southern Africa,hen,Dairy & eggs,14759,,Current,7
Nauru,Small Island Nations,hen,Dairy & eggs,55,,Current,7
Nepal,Southern Asia,hen,Dairy & eggs,112510,,Current,7
Nicaragua,Central America,hen,Dairy & eggs,51930,,Current,7
Niger,Western Africa,hen,Dairy & eggs,45097,,Current,7
Nigeria,Western Africa,hen,Dairy & eggs,1940536,,Current,7
Niue,Small Island Nations,hen,Dairy & eggs,55,,Current,7
Occupied Palestinian Territory,Middle East,hen,Dairy & eggs,24284,,Current,7
Oman,Middle East,hen,Dairy & eggs,11616,,Current,7
Pakistan,Middle East,hen,Dairy & eggs,1674054,,Current,7
Panama,Central America,hen,Dairy & eggs,47830,,Current,7
Papua New Guinea,Small Island Nations,hen,Dairy & eggs,23915,,Current,7
Paraguay,South America,hen,Dairy & eggs,133924,,Current,7
Peru,South America,hen,Dairy & eggs,251450,,Current,7
Philippines,Southern Asia,hen,Dairy & eggs,1147923,,Current,7
Puerto Rico,Central America,hen,Dairy & eggs,15716,,Current,7
Qatar,Middle East,hen,Dairy & eggs,4920,,Current,7
Republic of Korea,Eastern Asia,hen,Dairy & eggs,885868,,Current,7
Republic of Moldova,East Europe and CIS,hen,Dairy & eggs,38264,,Current,7
R'union,Eastern Africa,hen,Dairy & eggs,7311,,Current,7
Russian Federation,East Europe and CIS,hen,Dairy & eggs,2375626,,Current,7
Rwanda,Eastern Africa,hen,Dairy & eggs,13119,,Current,7
Saint Kitts and Nevis,Central America,hen,Dairy & eggs,670,,Current,7
Saint Lucia,Central America,hen,Dairy & eggs,2187,,Current,7
Saint Vincent and the Grenadines,Caribbean,hen,Dairy & eggs,1093,,Current,7
Samoa,Small Island Nations,hen,Dairy & eggs,998,,Current,7
Sao Tome and Principe,Central Africa,hen,Dairy & eggs,1708,,Current,7
Saudi Arabia,Middle East,hen,Dairy & eggs,286981,,Current,7
Senegal,Western Africa,hen,Dairy & eggs,98393,,Current,7
Seychelles,Eastern Africa,hen,Dairy & eggs,1777,,Current,7
Sierra Leone,Western Africa,hen,Dairy & eggs,71062,,Current,7
Singapore,Southern Asia,hen,Dairy & eggs,32798,,Current,7
Solomon Islands,Small Island Nations,hen,Dairy & eggs,2255,,Current,7
Somalia,Eastern Africa,hen,Dairy & eggs,10591,,Current,7
South Africa,Southern Africa,hen,Dairy & eggs,628624,,Current,7
Sri Lanka,Southern Asia,hen,Dairy & eggs,170822,,Current,7
Sudan,Northern Africa,hen,Dairy & eggs,103860,,Current,7
Suriname,South America,hen,Dairy & eggs,9156,,Current,7
Swaziland,Southern Africa,hen,Dairy & eggs,3007,,Current,7
Syrian Arab Republic,Middle East,hen,Dairy & eggs,172530,,Current,7
Tajikistan,East Europe and CIS,hen,Dairy & eggs,37622,,Current,7
Thailand,Southern Asia,hen,Dairy & eggs,1161588,,Current,7
Timor-Leste,Southern Asia,hen,Dairy & eggs,1913,,Current,7
Togo,Western Africa,hen,Dairy & eggs,25965,,Current,7
Tokelau,Small Island Nations,hen,Dairy & eggs,27,,Current,7
Tonga,Small Island Nations,hen,Dairy & eggs,957,,Current,7
Trinidad and Tobago,Caribbean,hen,Dairy & eggs,12299,,Current,7
Tunisia,Northern Africa,hen,Dairy & eggs,300646,,Current,7
Turkey,Middle East,hen,Dairy & eggs,1212425,,Current,7
Turkmenistan,East Europe and CIS,hen,Dairy & eggs,45097,,Current,7
Tuvalu,Small Island Nations,hen,Dairy & eggs,137,,Current,7
Uganda,Eastern Africa,hen,Dairy & eggs,122992,,Current,7
Ukraine,East Europe and CIS,hen,Dairy & eggs,2614257,,Current,7
United Arab Emirates,Middle East,hen,Dairy & eggs,35531,,Current,7
United Republic of Tanzania,Eastern Africa,hen,Dairy & eggs,174922,,Current,7
Uruguay,South America,hen,Dairy & eggs,81995,,Current,7
Uzbekistan,East Europe and CIS,hen,Dairy & eggs,355309,,Current,7
Vanuatu,Small Island Nations,hen,Dairy & eggs,2323,,Current,7
Venezuela (Bolivarian Republic of),South America,hen,Dairy & eggs,225485,,Current,7
Viet Nam,Southern Asia,hen,Dairy & eggs,977101,,Current,7
Wallis and Futuna Islands,Small Island Nations,hen,Dairy & eggs,150,,Current,7
Yemen,Middle East,hen,Dairy & eggs,129825,,Current,7
Zambia,Eastern Africa,hen,Dairy & eggs,170822,,Current,7
Zimbabwe,Eastern Africa,hen,Dairy & eggs,84728,,Current,7
Albania,Europe,hen,Dairy & eggs,74628,8822,BAU,7
Australia,Australia,hen,Dairy & eggs,236743,15125,BAU,7
Austria,Europe,hen,Dairy & eggs,104298,3244,BAU,7
Belgium,Europe,hen,Dairy & eggs,146648,46081,BAU,7
Bermuda,USA,hen,Dairy & eggs,486,236377,BAU,7
Bosnia and Herzegovina,Europe,hen,Dairy & eggs,61186,7014,BAU,7
Bulgaria,Europe,hen,Dairy & eggs,86807,22251,BAU,7
Canada,Canada,hen,Dairy & eggs,441920,9803,BAU,7
Croatia,Europe,hen,Dairy & eggs,64781,13783,BAU,7
Czech Republic,Europe,hen,Dairy & eggs,141741,46,BAU,7
Denmark,Europe,hen,Dairy & eggs,75243,5751,BAU,7
Estonia,Europe,hen,Dairy & eggs,10333,8159,BAU,7
Finland,Europe,hen,Dairy & eggs,55582,41535,BAU,7
France,Europe,hen,Dairy & eggs,950565,6089,BAU,7
Germany,Europe,hen,Dairy & eggs,704009,13322,BAU,7
Greece,Europe,hen,Dairy & eggs,184626,7072,BAU,7
Hungary,Europe,hen,Dairy & eggs,195542,971,BAU,7
Iceland,Europe,hen,Dairy & eggs,3239,5224,BAU,7
Ireland,Europe,hen,Dairy & eggs,64781,89342,BAU,7
Italy,Europe,hen,Dairy & eggs,1149864,66168,BAU,7
Latvia,Europe,hen,Dairy & eggs,37314,17353,BAU,7
Lithuania,Europe,hen,Dairy & eggs,54870,18379,BAU,7
Luxembourg,Europe,hen,Dairy & eggs,1571,304,BAU,7
Malta,Europe,hen,Dairy & eggs,4535,6089,BAU,7
Montenegro,Europe,hen,Dairy & eggs,8907,108073,BAU,7
