Country,Country.Region,ID,animals,Taxon,Current_onfeed,mean_wheat,mean_corn,mean_soy,mean_rs,mean_pulses,mean_barley,mean_cv
Cyprus,Western Asia,Western Asia_marine crustacean,marine crustacean,Seafood,23,12,5,6,0,0,0,0
Dominican Republic,Caribbean,Caribbean_marine crustacean,marine crustacean,Seafood,450,184,132,137,5,0,0,0
Ecuador,South America,South America_marine crustacean,marine crustacean,Seafood,340000,175032,71604,83538,7956,0,0,0
French Polynesia,Island nation,Other_marine crustacean,marine crustacean,Seafood,89,34,28,30,1,0,0,0
Indonesia,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,598609,217115,203108,224119,7004,0,0,0
Japan,Eastern Asia,Eastern Asia_marine crustacean,marine crustacean,Seafood,1582,648,315,555,37,0,0,0
Republic of Korea,Eastern Asia,Eastern Asia_marine crustacean,marine crustacean,Seafood,4501,1843,895,1580,105,0,0,0
Madagascar,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,4696,1209,2363,1868,0,0,0,0
Mauritius,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,1,0,1,0,0,0,0,0
Mexico,Central America,Central America_marine crustacean,marine crustacean,Seafood,86973,35615,31545,30527,0,0,0,0
Mozambique,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Myanmar,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,42000,15233,14251,15725,491,0,0,0
Nicaragua,Central America,Central America_marine crustacean,marine crustacean,Seafood,30528,12501,11073,10715,0,0,0,0
Oman,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,277,110,91,100,3,0,0,0
Pakistan,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,115,46,38,42,1,0,0,0
Panama,Central America,Central America_marine crustacean,marine crustacean,Seafood,8611,3526,3123,3022,0,0,0,0
Peru,South America,South America_marine crustacean,marine crustacean,Seafood,21484,11060,4524,5279,503,0,0,0
Philippines,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,74617,27064,25318,27937,873,0,0,0
Saudi Arabia,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,12980,5163,4252,4708,152,0,0,0
Seychelles,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Singapore,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,265,96,90,99,3,0,0,0
"China, Taiwan Province of",China,China_marine crustacean,marine crustacean,Seafood,7406,1213,3120,4333,0,0,0,0
Tunisia,Northern Africa,Northern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Turkey,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
United Arab Emirates,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,350,139,115,127,4,0,0,0
Viet Nam,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,651861,236430,221176,244057,7627,0,0,0
Sri Lanka,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,5152,1868,1748,1929,60,0,0,0
Belize,Central America,Central America_marine crustacean,marine crustacean,Seafood,7164,2933,2598,2514,0,0,0,0
Eritrea,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
"China, mainland",China,China_marine crustacean,marine crustacean,Seafood,1314927,215385,553847,769232,0,0,0,0
Brunei Darussalam,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,591,214,201,221,7,0,0,0
Guam,Island nation,Other_marine crustacean,marine crustacean,Seafood,10,4,3,3,0,0,0,0
Guatemala,Central America,Central America_marine crustacean,marine crustacean,Seafood,11212,4591,4067,3935,0,0,0,0
Guyana,South America,South America_marine crustacean,marine crustacean,Seafood,140,72,30,34,3,0,0,0
India,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,377059,136759,127936,141171,4412,0,0,0
Fiji,Island nation,Other_marine crustacean,marine crustacean,Seafood,9,3,3,3,0,0,0,0
Bangladesh,Middle East,Southern Asia_marine crustacean,marine crustacean,Seafood,80693,29267,27379,30211,944,0,0,0
Ghana,Western Africa,Western Africa_marine crustacean,marine crustacean,Seafood,10,2,5,5,0,0,0,0
Thailand,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,280007,101559,95006,104835,3276,0,0,0
Saint Kitts and Nevis,Central America,Central America_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Malaysia,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,61433,22282,20844,23000,719,0,0,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_marine crustacean,marine crustacean,Seafood,391,101,197,156,0,0,0,0
Venezuela (Bolivarian Republic of),South America,South America_marine crustacean,marine crustacean,Seafood,22500,11583,4739,5528,527,0,0,0
Suriname,South America,South America_marine crustacean,marine crustacean,Seafood,74,38,16,18,2,0,0,0
Iran (Islamic Republic of),Middle East,Middle East_marine crustacean,marine crustacean,Seafood,22475,8941,7363,8152,263,0,0,0
Algeria,Northern Africa,Northern Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Timor-Leste,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,1,0,0,0,0,0,0,0
Lebanon,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,10,4,3,4,0,0,0,0
Uruguay,South America,South America_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Senegal,Western Africa,Western Africa_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Yemen,Middle East,Middle East_marine crustacean,marine crustacean,Seafood,0,0,0,0,0,0,0,0
Papua New Guinea,Island nation,Other_marine crustacean,marine crustacean,Seafood,14,5,4,5,0,0,0,0
El Salvador,Central America,Central America_marine crustacean,marine crustacean,Seafood,812,333,295,285,0,0,0,0
Egypt,Northern Africa,Northern Africa_marine crustacean,marine crustacean,Seafood,7235,2709,2539,2539,85,0,0,0
Vanuatu,Island nation,Other_marine crustacean,marine crustacean,Seafood,13,5,4,4,0,0,0,0
Honduras,Central America,Central America_marine crustacean,marine crustacean,Seafood,32000,13104,11606,11232,0,0,0,0
Afghanistan,Middle East,Middle East_fw fish,fw fish,Seafood,1100,456,376,416,13,40,0,0
Algeria,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,1345,525,492,492,16,49,0,0
American Samoa,Island nation,Other_fw fish,fw fish,Seafood,20,8,7,7,0,1,0,0
Angola,Central Africa,Central Africa_fw fish,fw fish,Seafood,305,71,160,141,0,0,0,0
Argentina,South America,South America_fw fish,fw fish,Seafood,3977,2135,873,1019,97,534,0,0
Armenia,East Europe and CIS,Other_fw fish,fw fish,Seafood,13352,5376,4398,4724,163,977,0,0
Azerbaijan,Middle East,Middle East_fw fish,fw fish,Seafood,270,112,92,102,3,10,0,0
Bangladesh,Middle East,Southern Asia_fw fish,fw fish,Seafood,1532067,579428,542045,598119,18691,56074,0,0
Barbados,Caribbean,Caribbean_fw fish,fw fish,Seafood,20,9,6,6,0,2,0,0
Belarus,East Europe and CIS,Other_fw fish,fw fish,Seafood,8760,3527,2886,3099,107,641,0,0
Belize,Central America,Central America_fw fish,fw fish,Seafood,47,20,18,17,0,0,0,0
Benin,Western Africa,Western Africa_fw fish,fw fish,Seafood,1425,313,730,695,0,0,0,0
Bhutan,Middle East,Middle East_fw fish,fw fish,Seafood,135,56,46,51,2,5,0,0
Bolivia (Plurinational State of),South America,South America_fw fish,fw fish,Seafood,1400,752,307,359,34,188,0,0
Brazil,South America,South America_fw fish,fw fish,Seafood,475976,255504,104524,121945,11614,63876,0,0
Brunei Darussalam,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,6,2,2,2,0,0,0,0
Burkina Faso,Western Africa,Western Africa_fw fish,fw fish,Seafood,200,44,102,98,0,0,0,0
Burundi,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,165,44,87,68,0,0,0,0
Cote d'Ivoire,Western Africa,Western Africa_fw fish,fw fish,Seafood,2930,643,1501,1430,0,0,0,0
Cambodia,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,114965,43480,40675,44882,1403,4208,0,0
Cameroon,Central Africa,Central Africa_fw fish,fw fish,Seafood,840,195,441,389,0,0,0,0
Central African Republic,Central Africa,Central Africa_fw fish,fw fish,Seafood,140,32,73,65,0,0,0,0
Chad,Central Africa,Central Africa_fw fish,fw fish,Seafood,3,1,2,1,0,0,0,0
Chile,South America,South America_fw fish,fw fish,Seafood,68664,36859,15079,17592,1675,9215,0,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,1632,697,338,597,40,259,0,0
"China, mainland",China,China_fw fish,fw fish,Seafood,18600759,3177010,8169453,11346463,0,0,0,0
Colombia,South America,South America_fw fish,fw fish,Seafood,88990,47770,19542,22799,2171,11942,0,0
Congo,Central Africa,Central Africa_fw fish,fw fish,Seafood,134,31,70,62,0,0,0,0
Democratic Republic of the Congo,Central Africa,Central Africa_fw fish,fw fish,Seafood,2871,665,1506,1331,0,0,0,0
Cook Islands,Island nation,Other_fw fish,fw fish,Seafood,2,1,1,1,0,0,0,0
Costa Rica,Central America,Central America_fw fish,fw fish,Seafood,23514,10040,8893,8606,0,0,0,0
Cuba,Caribbean,Caribbean_fw fish,fw fish,Seafood,7981,3408,2434,2532,97,876,0,0
Cyprus,Western Asia,Western Asia_fw fish,fw fish,Seafood,43,22,10,11,1,5,0,0
Czechoslovakia,East Europe and CIS,Other_fw fish,fw fish,Seafood,0,0,0,0,0,0,0,0
Dominica,Caribbean,Caribbean_fw fish,fw fish,Seafood,5,2,2,2,0,1,0,0
Dominican Republic,Caribbean,Caribbean_fw fish,fw fish,Seafood,1267,541,386,402,15,139,0,0
Ecuador,South America,South America_fw fish,fw fish,Seafood,28202,15139,6193,7225,688,3785,0,0
Egypt,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,228433,89180,83606,83606,2787,8361,0,0
El Salvador,Central America,Central America_fw fish,fw fish,Seafood,832,355,315,305,0,0,0,0
Equatorial Guinea,Central Africa,Central Africa_fw fish,fw fish,Seafood,15,3,8,7,0,0,0,0
Ethiopia,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,86,23,45,35,0,0,0,0
Fiji,Island nation,Other_fw fish,fw fish,Seafood,170,68,56,60,2,12,0,0
French Guiana,South America,South America_fw fish,fw fish,Seafood,3,2,1,1,0,0,0,0
French Polynesia,Island nation,Other_fw fish,fw fish,Seafood,0,0,0,0,0,0,0,0
Gabon,Central Africa,Central Africa_fw fish,fw fish,Seafood,45,10,24,21,0,0,0,0
Gambia,Western Africa,Western Africa_fw fish,fw fish,Seafood,15,3,8,7,0,0,0,0
Georgia,Western Asia,Western Asia_fw fish,fw fish,Seafood,550,289,134,141,7,67,0,0
Ghana,Western Africa,Western Africa_fw fish,fw fish,Seafood,38535,8462,19745,18805,0,0,0,0
Guadeloupe,Caribbean,Caribbean_fw fish,fw fish,Seafood,4,2,1,1,0,0,0,0
Guam,Island nation,Other_fw fish,fw fish,Seafood,70,28,23,25,1,5,0,0
Guatemala,Central America,Central America_fw fish,fw fish,Seafood,9550,4078,3612,3495,0,0,0,0
Guinea,Western Africa,Western Africa_fw fish,fw fish,Seafood,250,55,128,122,0,0,0,0
Guyana,South America,South America_fw fish,fw fish,Seafood,137,74,30,35,3,18,0,0
Haiti,Caribbean,Caribbean_fw fish,fw fish,Seafood,1010,431,308,320,12,111,0,0
Honduras,Central America,Central America_fw fish,fw fish,Seafood,29750,12703,11251,10889,0,0,0,0
India,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,4071080,1539682,1440348,1589350,49667,149002,0,0
Indonesia,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,2857551,1080726,1011001,1115588,34862,104586,0,0
Iran (Islamic Republic of),Middle East,Middle East_fw fish,fw fish,Seafood,195301,81011,66715,73863,2383,7148,0,0
Iraq,Middle East,Middle East_fw fish,fw fish,Seafood,26359,10934,9004,9969,322,965,0,0
Israel,Middle East,Middle East_fw fish,fw fish,Seafood,16941,7027,5787,6407,207,620,0,0
Jamaica,Caribbean,Caribbean_fw fish,fw fish,Seafood,710,303,217,225,9,78,0,0
Japan,Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,33871,14463,7025,12397,826,5372,0,0
Jordan,Western Asia,Western Asia_fw fish,fw fish,Seafood,680,357,166,174,8,83,0,0
Kazakhstan,East Europe and CIS,Other_fw fish,fw fish,Seafood,408,164,134,144,5,30,0,0
Kenya,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,24098,6468,12642,9996,0,0,0,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,4450,1900,923,1629,109,706,0,0
Republic of Korea,Eastern Asia,Eastern Asia_fw fish,fw fish,Seafood,17218,7352,3571,6302,420,2731,0,0
Kyrgyzstan,East Europe and CIS,Other_fw fish,fw fish,Seafood,434,175,143,154,5,32,0,0
Lao People's Democratic Republic,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,88310,33399,31244,34476,1077,3232,0,0
Lebanon,Middle East,Middle East_fw fish,fw fish,Seafood,1115,463,381,422,14,41,0,0
Lesotho,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,901,483,297,231,0,33,0,0
Liberia,Western Africa,Western Africa_fw fish,fw fish,Seafood,40,9,20,20,0,0,0,0
Libya,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,10,4,4,4,0,0,0,0
Madagascar,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,3773,1013,1979,1565,0,0,0,0
Malawi,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,4742,1273,2487,1967,0,0,0,0
Malaysia,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,104957,39695,37134,40975,1280,3841,0,0
Mali,Western Africa,Western Africa_fw fish,fw fish,Seafood,1953,429,1001,953,0,0,0,0
Martinique,Caribbean,Caribbean_fw fish,fw fish,Seafood,6,3,2,2,0,1,0,0
Mauritius,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,70,19,37,29,0,0,0,0
Mexico,Central America,Central America_fw fish,fw fish,Seafood,83802,35784,31694,30672,0,0,0,0
Morocco,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,650,254,238,238,8,24,0,0
Mozambique,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,1029,276,540,427,0,0,0,0
Myanmar,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,879358,332573,311117,343301,10728,32185,0,0
Namibia,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,65,35,21,17,0,2,0,0
Nepal,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,27835,10527,9848,10867,340,1019,0,0
Nicaragua,Central America,Central America_fw fish,fw fish,Seafood,38,16,14,14,0,0,0,0
Niger,Western Africa,Western Africa_fw fish,fw fish,Seafood,329,72,169,161,0,0,0,0
Nigeria,Western Africa,Western Africa_fw fish,fw fish,Seafood,313231,68786,160500,152857,0,0,0,0
Oman,Middle East,Middle East_fw fish,fw fish,Seafood,5,2,2,2,0,0,0,0
Pakistan,Middle East,Middle East_fw fish,fw fish,Seafood,123444,51205,42168,46687,1506,4518,0,0
Occupied Palestinian Territory,Middle East,Middle East_fw fish,fw fish,Seafood,90,37,31,34,1,3,0,0
Panama,Central America,Central America_fw fish,fw fish,Seafood,262,112,99,96,0,0,0,0
Papua New Guinea,Island nation,Other_fw fish,fw fish,Seafood,2135,860,703,755,26,156,0,0
Paraguay,South America,South America_fw fish,fw fish,Seafood,7500,4026,1647,1922,183,1007,0,0
Peru,South America,South America_fw fish,fw fish,Seafood,38605,20723,8478,9891,942,5181,0,0
Philippines,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,299265,113182,105880,116833,3651,10953,0,0
Puerto Rico,Central America,Central America_fw fish,fw fish,Seafood,8,3,3,3,0,0,0,0
Qatar,Middle East,Middle East_fw fish,fw fish,Seafood,56,23,19,21,1,2,0,0
R'union,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,60,16,31,25,0,0,0,0
Russian Federation,East Europe and CIS,Other_fw fish,fw fish,Seafood,115986,46696,38206,41036,1415,8490,0,0
Rwanda,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,1584,425,831,657,0,0,0,0
Saint Lucia,Central America,Central America_fw fish,fw fish,Seafood,8,4,3,3,0,0,0,0
Samoa,Island nation,Other_fw fish,fw fish,Seafood,3,1,1,1,0,0,0,0
Saudi Arabia,Middle East,Middle East_fw fish,fw fish,Seafood,6060,2514,2070,2292,74,222,0,0
Senegal,Western Africa,Western Africa_fw fish,fw fish,Seafood,499,110,256,244,0,0,0,0
Sierra Leone,Western Africa,Western Africa_fw fish,fw fish,Seafood,75,16,38,37,0,0,0,0
Singapore,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,482,182,171,188,6,18,0,0
Solomon Islands,Island nation,Other_fw fish,fw fish,Seafood,2,1,1,1,0,0,0,0
South Africa,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,1750,939,576,448,0,64,0,0
South Sudan,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,20,5,10,8,0,0,0,0
Sri Lanka,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,28734,10867,10166,11218,351,1052,0,0
Sudan,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,2000,781,732,732,24,73,0,0
Sudan,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,0,0,0,0,0,0,0,0
Suriname,South America,South America_fw fish,fw fish,Seafood,7,4,1,2,0,1,0,0
Swaziland,Southern Africa,Southern Africa_fw fish,fw fish,Seafood,100,54,33,26,0,4,0,0
Syrian Arab Republic,Middle East,Middle East_fw fish,fw fish,Seafood,2998,1244,1024,1134,37,110,0,0
"China, Taiwan Province of",China,China_fw fish,fw fish,Seafood,113964,19465,50053,69518,0,0,0,0
Tajikistan,East Europe and CIS,Other_fw fish,fw fish,Seafood,234,94,77,83,3,17,0,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,3011,808,1580,1249,0,0,0,0
Thailand,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,394746,149293,139661,154109,4816,14448,0,0
Timor-Leste,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,50,19,18,20,1,2,0,0
Togo,Western Africa,Western Africa_fw fish,fw fish,Seafood,25,5,13,12,0,0,0,0
Trinidad and Tobago,Caribbean,Caribbean_fw fish,fw fish,Seafood,5,2,2,2,0,1,0,0
Tunisia,Northern Africa,Northern Africa_fw fish,fw fish,Seafood,1034,404,378,378,13,38,0,0
Turkey,Middle East,Middle East_fw fish,fw fish,Seafood,108189,44877,36957,40917,1320,3960,0,0
Turkmenistan,East Europe and CIS,Other_fw fish,fw fish,Seafood,15,6,5,5,0,1,0,0
Uganda,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,111023,29799,58243,46052,0,0,0,0
Ukraine,East Europe and CIS,Other_fw fish,fw fish,Seafood,12862,5178,4237,4551,157,941,0,0
Russian Federation,East Europe and CIS,Other_fw fish,fw fish,Seafood,0,0,0,0,0,0,0,0
United Arab Emirates,Middle East,Middle East_fw fish,fw fish,Seafood,148,61,51,56,2,5,0,0
Uruguay,South America,South America_fw fish,fw fish,Seafood,215,115,47,55,5,29,0,0
Uzbekistan,East Europe and CIS,Other_fw fish,fw fish,Seafood,14669,5906,4832,5190,179,1074,0,0
Vanuatu,Island nation,Other_fw fish,fw fish,Seafood,65,26,21,23,1,5,0,0
Venezuela (Bolivarian Republic of),South America,South America_fw fish,fw fish,Seafood,8224,4415,1806,2107,201,1104,0,0
Viet Nam,Southern Asia,Southern Asia_fw fish,fw fish,Seafood,2270155,858573,803181,886269,27696,83088,0,0
Yugoslavia,East Europe and CIS,Other_fw fish,fw fish,Seafood,0,0,0,0,0,0,0,0
Zambia,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,19281,5175,10115,7998,0,0,0,0
Zimbabwe,Eastern Africa,Eastern Africa_fw fish,fw fish,Seafood,10600,2845,5561,4397,0,0,0,0
Argentina,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Armenia,East Europe and CIS,Other_fw crustacean,fw crustacean,Seafood,30,18,14,16,1,3,0,0
Bangladesh,Middle East,Southern Asia_fw crustacean,fw crustacean,Seafood,49499,27467,25695,28353,886,2658,0,0
Barbados,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,1,0,0,0,0,0,0,0
Brazil,South America,South America_fw crustacean,fw crustacean,Seafood,100,79,32,38,4,20,0,0
Cambodia,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,150,83,78,86,3,8,0,0
"China, mainland",China,China_fw crustacean,fw crustacean,Seafood,2559693,641459,1649466,2290925,0,0,0,0
Colombia,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Costa Rica,Central America,Central America_fw crustacean,fw crustacean,Seafood,1,0,0,0,0,0,0,0
Dominica,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,1,1,0,0,0,0,0,0
Dominican Republic,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,16,10,7,7,0,3,0,0
El Salvador,Central America,Central America_fw crustacean,fw crustacean,Seafood,1,1,1,1,0,0,0,0
Fiji,Island nation,Other_fw crustacean,fw crustacean,Seafood,15,9,7,8,0,2,0,0
French Polynesia,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Guadeloupe,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,6,4,3,3,0,1,0,0
Guam,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Guyana,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
India,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,8680,4817,4506,4972,155,466,0,0
Indonesia,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,15283,8481,7933,8754,274,821,0,0
Iran (Islamic Republic of),Middle East,Middle East_fw crustacean,fw crustacean,Seafood,70,43,35,39,1,4,0,0
Republic of Korea,Eastern Asia,Eastern Asia_fw crustacean,fw crustacean,Seafood,39,24,12,21,1,9,0,0
Malaysia,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,475,263,246,272,8,25,0,0
Martinique,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,8,5,3,3,0,1,0,0
Mauritius,Eastern Africa,Eastern Africa_fw crustacean,fw crustacean,Seafood,1,0,1,1,0,0,0,0
Mexico,Central America,Central America_fw crustacean,fw crustacean,Seafood,18,11,10,10,0,0,0,0
Myanmar,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,800,444,415,458,14,43,0,0
Pakistan,Middle East,Middle East_fw crustacean,fw crustacean,Seafood,142,86,71,79,3,8,0,0
Panama,Central America,Central America_fw crustacean,fw crustacean,Seafood,4,2,2,2,0,0,0,0
Peru,South America,South America_fw crustacean,fw crustacean,Seafood,78,62,25,29,3,15,0,0
Philippines,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,9,5,5,5,0,0,0,0
Puerto Rico,Central America,Central America_fw crustacean,fw crustacean,Seafood,12,8,7,6,0,0,0,0
R'union,Eastern Africa,Eastern Africa_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Russian Federation,East Europe and CIS,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Saint Lucia,Central America,Central America_fw crustacean,fw crustacean,Seafood,7,5,4,4,0,0,0,0
Samoa,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
South Africa,Southern Africa,Southern Africa_fw crustacean,fw crustacean,Seafood,5,4,2,2,0,0,0,0
Sri Lanka,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,72,40,37,41,1,4,0,0
Suriname,South America,South America_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
"China, Taiwan Province of",China,China_fw crustacean,fw crustacean,Seafood,14509,3636,9350,12986,0,0,0,0
Thailand,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,16906,9381,8776,9684,303,908,0,0
Trinidad and Tobago,Caribbean,Caribbean_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Ukraine,East Europe and CIS,Other_fw crustacean,fw crustacean,Seafood,1,1,0,1,0,0,0,0
Vanuatu,Island nation,Other_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Viet Nam,Southern Asia,Southern Asia_fw crustacean,fw crustacean,Seafood,5801,3219,3011,3323,104,312,0,0
Zimbabwe,Eastern Africa,Eastern Africa_fw crustacean,fw crustacean,Seafood,0,0,0,0,0,0,0,0
Algeria,Northern Africa,Northern Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Argentina,South America,South America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Brazil,South America,South America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Cambodia,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Chile,South America,South America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
"China, mainland",China,China_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Cook Islands,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Costa Rica,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Cuba,Caribbean,Caribbean_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Dominican Republic,Caribbean,Caribbean_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
El Salvador,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Falkland Islands (Malvinas),South America,South America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Fiji,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
French Polynesia,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Gambia,Western Africa,Western Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
India,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Indonesia,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Japan,Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Republic of Korea,Eastern Asia,Eastern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Malaysia,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Mauritius,Eastern Africa,Eastern Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Mexico,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Micronesia (Federated States of),Island nation,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Morocco,Northern Africa,Northern Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Namibia,Southern Africa,Southern Africa_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Palau,Island nation,Other_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Peru,South America,South America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Philippines,Southern Asia,Southern Asia_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
Puerto Rico,Central America,Central America_mollusc,mollusc,seafood,0,0,0,0,0,0,0,0
